epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,2692.39,1.0409,1.58951,0.95318,1.02558,0.95923,0.88819,0.94602,0.80053,0.83383,0.77279,0.78254,0.27217,0.73312,0.79685,0.63048,0.85193,0.00014866,0.00014866,0.00014866
132,2713.11,0.98709,1.56762,0.92356,1.01157,0.9595,0.88858,0.94651,0.79334,0.74956,0.77176,0.70852,0.26569,0.75248,0.78414,0.63337,0.84412,0.000146596,0.000146596,0.000146596
133,2733.33,1.00855,1.56198,0.9264,1.02357,0.9496,0.8973,0.94245,0.79293,0.84815,0.80131,0.81475,0.31345,0.77359,0.75781,0.63643,0.85477,0.000144532,0.000144532,0.000144532
134,2754.09,1.02571,1.56162,0.94298,1.0243,0.96303,0.8837,0.94741,0.79038,0.86809,0.79005,0.81835,0.32287,0.73028,0.77096,0.62866,0.85272,0.000142468,0.000142468,0.000142468
135,2774.39,1.00074,1.54071,0.92779,1.02086,0.96248,0.88551,0.94583,0.79585,0.84071,0.79385,0.81404,0.31507,0.74842,0.74619,0.62228,0.85617,0.000140404,0.000140404,0.000140404
136,2795.3,0.95851,1.4762,0.91217,1.00792,0.9557,0.89309,0.94703,0.80819,0.83777,0.79268,0.77875,0.29541,0.72637,0.8079,0.62146,0.84235,0.00013834,0.00013834,0.00013834
137,2816.01,0.96981,1.5359,0.90604,1.00741,0.95179,0.90796,0.94673,0.80435,0.83666,0.81811,0.8156,0.31867,0.71948,0.77652,0.62896,0.83956,0.000136276,0.000136276,0.000136276
138,2836.9,1.00883,1.61099,0.92295,1.01704,0.92637,0.9162,0.94193,0.79131,0.82784,0.75107,0.75978,0.27871,0.73861,0.76809,0.63909,0.85192,0.000134211,0.000134211,0.000134211
139,2857.76,1.01017,1.55201,0.92922,1.01336,0.97237,0.88451,0.94523,0.81466,0.83734,0.76659,0.77145,0.28653,0.72237,0.74118,0.62477,0.8494,0.000132147,0.000132147,0.000132147
140,2878.86,0.98598,1.58341,0.92335,1.0067,0.94422,0.88963,0.94713,0.78009,0.85026,0.78781,0.81675,0.29722,0.77101,0.73827,0.63515,0.85946,0.000130083,0.000130083,0.000130083
141,2899.61,0.98299,1.50641,0.90482,1.00965,0.93753,0.90693,0.94962,0.7943,0.84884,0.82303,0.84702,0.33524,0.74099,0.73124,0.62927,0.84339,0.000128019,0.000128019,0.000128019
142,2920.4,0.93874,1.47373,0.8728,1.00304,0.9693,0.88781,0.95039,0.8141,0.85338,0.78871,0.78901,0.27508,0.71011,0.76628,0.61232,0.84907,0.000125955,0.000125955,0.000125955
143,2941.11,0.96316,1.51757,0.88211,1.00226,0.9602,0.87623,0.9523,0.79108,0.87495,0.79356,0.83859,0.33007,0.75567,0.77427,0.64381,0.85308,0.000123891,0.000123891,0.000123891
144,2961.77,0.99525,1.54557,0.909,1.00133,0.96119,0.88689,0.94339,0.79492,0.87751,0.80754,0.84711,0.33818,0.75471,0.77549,0.64475,0.84556,0.000121827,0.000121827,0.000121827
145,2982.24,0.99238,1.54145,0.89741,1.01215,0.96099,0.88352,0.94297,0.79871,0.88185,0.77839,0.83406,0.32956,0.75272,0.75243,0.62365,0.84697,0.000119762,0.000119762,0.000119762
146,3003.38,0.96224,1.45847,0.88454,0.99844,0.97817,0.87874,0.94629,0.79888,0.86423,0.77827,0.79266,0.29979,0.74003,0.77475,0.62545,0.84295,0.000117698,0.000117698,0.000117698
147,3024.3,0.99926,1.57251,0.91742,1.00897,0.94127,0.89988,0.94536,0.7927,0.8041,0.77291,0.75425,0.27589,0.74658,0.77323,0.60462,0.83963,0.000115634,0.000115634,0.000115634
148,3045.03,0.95496,1.45182,0.8851,1.01564,0.92763,0.91676,0.94808,0.81294,0.8599,0.85058,0.87127,0.36228,0.72006,0.73257,0.62196,0.85126,0.00011357,0.00011357,0.00011357
149,3064.93,0.98843,1.54092,0.90512,1.01135,0.96576,0.89066,0.94793,0.80686,0.89497,0.80875,0.8663,0.34666,0.74344,0.75571,0.61728,0.84873,0.000111506,0.000111506,0.000111506
150,3085.1,0.96305,1.48631,0.88893,1.01198,0.94869,0.88746,0.94789,0.80599,0.86605,0.80631,0.86257,0.32757,0.74987,0.77783,0.61826,0.85754,0.000109442,0.000109442,0.000109442
151,3105.49,0.94547,1.4808,0.8911,0.99972,0.92842,0.9205,0.94836,0.8131,0.85584,0.81888,0.85581,0.32868,0.7196,0.73362,0.60807,0.84541,0.000107378,0.000107378,0.000107378
152,3126.09,0.94393,1.48875,0.87562,0.99737,0.95883,0.89998,0.94785,0.82012,0.85393,0.80239,0.84735,0.35368,0.69507,0.71789,0.60436,0.8391,0.000105313,0.000105313,0.000105313
153,3147.03,0.9512,1.48539,0.87967,0.99408,0.94237,0.90856,0.94739,0.79282,0.85166,0.83155,0.85195,0.3501,0.76381,0.73097,0.61335,0.84204,0.000103249,0.000103249,0.000103249
154,3167.61,0.95861,1.52718,0.88645,1.00118,0.9467,0.8945,0.94989,0.80147,0.84702,0.81706,0.83973,0.34763,0.73263,0.73155,0.61283,0.8424,0.000101185,0.000101185,0.000101185
155,3187.83,0.96149,1.49308,0.88108,1.00087,0.94822,0.91337,0.9473,0.81477,0.88286,0.82552,0.87556,0.36531,0.71773,0.69743,0.60888,0.84147,9.91209e-05,9.91209e-05,9.91209e-05
156,3208.2,0.95043,1.52154,0.88136,1.00835,0.95886,0.87558,0.94677,0.80922,0.86585,0.8061,0.84923,0.36256,0.72321,0.72525,0.62873,0.83838,9.70567e-05,9.70567e-05,9.70567e-05
157,3228.87,0.95831,1.50325,0.87197,1.00431,0.95928,0.88107,0.9464,0.81124,0.87154,0.83476,0.86151,0.34823,0.73223,0.74256,0.6256,0.8532,9.49926e-05,9.49926e-05,9.49926e-05
158,3249.69,0.95652,1.50277,0.88314,0.99875,0.93622,0.90438,0.94743,0.8145,0.82437,0.85368,0.84051,0.36118,0.71039,0.73735,0.59616,0.84853,9.29284e-05,9.29284e-05,9.29284e-05
159,3270.94,0.9607,1.50304,0.87874,1.0033,0.95845,0.91143,0.94855,0.82429,0.86094,0.82659,0.85204,0.33258,0.67875,0.72545,0.60019,0.83688,9.08643e-05,9.08643e-05,9.08643e-05
160,3291.22,0.94488,1.45945,0.87086,1.00855,0.94411,0.89879,0.94539,0.81134,0.87148,0.82067,0.84698,0.35139,0.70361,0.7462,0.61143,0.8346,8.88001e-05,8.88001e-05,8.88001e-05
161,3311.84,0.93015,1.46444,0.86059,0.99717,0.95797,0.87646,0.94437,0.8175,0.86945,0.79116,0.83504,0.33302,0.68656,0.76442,0.59763,0.8372,8.6736e-05,8.6736e-05,8.6736e-05
162,3332.13,0.94153,1.4566,0.86766,0.99481,0.95504,0.88499,0.94766,0.80709,0.81092,0.7767,0.76717,0.29668,0.70027,0.76813,0.62364,0.84314,8.46718e-05,8.46718e-05,8.46718e-05
163,3352.73,0.92671,1.49352,0.86046,0.99257,0.94644,0.90643,0.94696,0.82315,0.82721,0.80095,0.79993,0.30395,0.68623,0.77763,0.60032,0.83525,8.26077e-05,8.26077e-05,8.26077e-05
164,3373.48,0.93692,1.45507,0.86113,1.00101,0.97342,0.89851,0.94925,0.81151,0.90024,0.82885,0.86864,0.34691,0.69045,0.7241,0.58152,0.83508,8.05436e-05,8.05436e-05,8.05436e-05
165,3394.18,0.94147,1.45164,0.86138,0.99225,0.96644,0.91415,0.94937,0.81632,0.8669,0.81537,0.83946,0.34628,0.68763,0.72611,0.5906,0.83606,7.84794e-05,7.84794e-05,7.84794e-05
166,3414.38,0.90909,1.42926,0.85146,0.99354,0.95813,0.90794,0.94945,0.81452,0.87772,0.82778,0.86952,0.36725,0.69339,0.72419,0.59714,0.8369,7.64153e-05,7.64153e-05,7.64153e-05
167,3434.63,0.90496,1.4155,0.85572,0.98561,0.93903,0.91022,0.94754,0.80658,0.8513,0.84478,0.87088,0.35659,0.70106,0.73455,0.60204,0.83645,7.43511e-05,7.43511e-05,7.43511e-05
168,3455.07,0.92731,1.48723,0.8633,0.98873,0.96561,0.90301,0.94921,0.79503,0.89072,0.83144,0.87044,0.35405,0.73953,0.72886,0.57435,0.83892,7.2287e-05,7.2287e-05,7.2287e-05
169,3475.24,0.93379,1.44722,0.86445,0.99469,0.94731,0.90733,0.94925,0.81563,0.85991,0.82676,0.86216,0.36234,0.68991,0.69706,0.58365,0.83342,7.02228e-05,7.02228e-05,7.02228e-05
170,3495.72,0.93124,1.45798,0.86538,0.99218,0.9434,0.91158,0.95182,0.81546,0.86686,0.8191,0.85419,0.36183,0.68325,0.70143,0.58756,0.83198,6.81587e-05,6.81587e-05,6.81587e-05
171,3516.67,0.90879,1.42311,0.85781,0.99519,0.93884,0.90921,0.9494,0.81366,0.87256,0.82104,0.8588,0.36594,0.70963,0.72949,0.5817,0.83024,6.60945e-05,6.60945e-05,6.60945e-05
172,3537.24,0.92944,1.42708,0.86075,0.99304,0.96419,0.90852,0.94848,0.8108,0.89034,0.8333,0.86424,0.36611,0.71057,0.7088,0.58141,0.84075,6.40304e-05,6.40304e-05,6.40304e-05
173,3558.01,0.95475,1.51651,0.88891,0.98894,0.96758,0.90928,0.95098,0.82437,0.8882,0.83089,0.85553,0.37713,0.67889,0.69986,0.5775,0.83299,6.19662e-05,6.19662e-05,6.19662e-05
174,3578.22,0.92766,1.46218,0.87006,0.9845,0.94821,0.90437,0.94761,0.82174,0.86608,0.83045,0.84586,0.37455,0.68154,0.71458,0.59342,0.83226,5.99021e-05,5.99021e-05,5.99021e-05
175,3598.65,0.92881,1.4461,0.8564,0.98767,0.96462,0.89488,0.94957,0.80892,0.89168,0.82908,0.86106,0.36308,0.72647,0.72589,0.58697,0.83322,5.78379e-05,5.78379e-05,5.78379e-05
176,3619.19,0.88235,1.38083,0.83679,0.98635,0.95934,0.9077,0.95005,0.82099,0.86422,0.80162,0.83343,0.36318,0.66994,0.70948,0.58878,0.83206,5.57738e-05,5.57738e-05,5.57738e-05
177,3640.08,0.91852,1.46703,0.85229,0.98612,0.96006,0.90171,0.94891,0.82875,0.87529,0.80084,0.832,0.36441,0.66834,0.69591,0.58541,0.82824,5.37096e-05,5.37096e-05,5.37096e-05
178,3660.38,0.9156,1.45074,0.8474,0.99182,0.9698,0.89055,0.94821,0.82358,0.88667,0.83908,0.8632,0.35541,0.67855,0.69131,0.59378,0.83084,5.16454e-05,5.16454e-05,5.16454e-05
179,3680.7,0.91059,1.42088,0.84336,0.9956,0.95386,0.91477,0.94851,0.82572,0.88328,0.8487,0.86419,0.38795,0.66898,0.68506,0.58893,0.83094,4.95813e-05,4.95813e-05,4.95813e-05
180,3701.04,0.92703,1.45764,0.84161,0.9914,0.94842,0.91414,0.94811,0.82582,0.86651,0.83649,0.84975,0.3627,0.67504,0.68349,0.5905,0.83235,4.75171e-05,4.75171e-05,4.75171e-05
181,3721.21,0.86046,1.37393,0.82719,0.97414,0.95413,0.91226,0.95082,0.83141,0.873,0.83602,0.84731,0.35776,0.66506,0.6865,0.57277,0.83068,4.5453e-05,4.5453e-05,4.5453e-05
182,3741.48,0.8762,1.34905,0.82347,0.9905,0.94648,0.91299,0.95366,0.82829,0.85572,0.83684,0.84655,0.35402,0.66403,0.69219,0.58777,0.82925,4.33888e-05,4.33888e-05,4.33888e-05
183,3761.92,0.8828,1.39879,0.82894,0.9796,0.95291,0.90978,0.95419,0.83423,0.88603,0.84639,0.87246,0.37373,0.64154,0.69178,0.57376,0.82806,4.13247e-05,4.13247e-05,4.13247e-05
184,3782.66,0.84991,1.35968,0.81535,0.97338,0.94096,0.9174,0.95702,0.82731,0.88647,0.8555,0.88298,0.3829,0.6662,0.6918,0.59173,0.82832,3.92605e-05,3.92605e-05,3.92605e-05
185,3803.21,0.89553,1.45122,0.85181,0.98076,0.95431,0.91447,0.95383,0.83473,0.87184,0.83702,0.85787,0.38273,0.64444,0.68249,0.56868,0.82552,3.71964e-05,3.71964e-05,3.71964e-05
186,3823.19,0.89599,1.40963,0.82663,0.97243,0.95686,0.90918,0.95202,0.82768,0.87439,0.83172,0.85211,0.36225,0.65159,0.6772,0.57075,0.82708,3.51322e-05,3.51322e-05,3.51322e-05
187,3843.5,0.9016,1.47669,0.842,0.9837,0.95618,0.91239,0.96132,0.8378,0.87878,0.83862,0.85829,0.38055,0.66233,0.67075,0.57412,0.8218,3.30681e-05,3.30681e-05,3.30681e-05
188,3863.61,0.88854,1.4147,0.83998,0.97169,0.95728,0.91076,0.96226,0.82835,0.86294,0.81964,0.83584,0.35596,0.67559,0.68705,0.5832,0.82265,3.10039e-05,3.10039e-05,3.10039e-05
189,3884.38,0.87821,1.40004,0.83059,0.97996,0.95984,0.91311,0.95792,0.82795,0.88925,0.84042,0.87448,0.36266,0.65597,0.6824,0.5678,0.8231,2.89398e-05,2.89398e-05,2.89398e-05
190,3905.33,0.89812,1.42159,0.83465,0.97699,0.95192,0.91343,0.95612,0.82731,0.89012,0.85434,0.88418,0.39003,0.65109,0.67338,0.56457,0.82449,2.68757e-05,2.68757e-05,2.68757e-05
191,3948.54,0.78011,0.95835,0.71067,0.90214,0.96349,0.90533,0.95298,0.80808,0.89688,0.83812,0.87854,0.40494,0.72637,0.68989,0.60357,0.84896,2.48115e-05,2.48115e-05,2.48115e-05
192,3969.07,0.75678,0.97017,0.69746,0.90175,0.97103,0.89472,0.95444,0.82325,0.89946,0.83637,0.87765,0.39872,0.67401,0.67574,0.5826,0.8317,2.27474e-05,2.27474e-05,2.27474e-05
193,3989.66,0.74647,0.94165,0.69315,0.90056,0.95877,0.90503,0.95471,0.8115,0.88127,0.82685,0.8659,0.38437,0.69652,0.6741,0.58197,0.83171,2.06832e-05,2.06832e-05,2.06832e-05
194,4009.77,0.72209,0.94484,0.67958,0.88598,0.95637,0.91162,0.9559,0.81863,0.88306,0.84037,0.86633,0.38036,0.6615,0.6742,0.57554,0.83165,1.86191e-05,1.86191e-05,1.86191e-05
195,4029.62,0.7246,0.94654,0.67368,0.88812,0.94455,0.9222,0.94961,0.82426,0.87224,0.85359,0.86849,0.37225,0.65217,0.67458,0.56397,0.82443,1.65549e-05,1.65549e-05,1.65549e-05
196,4050.37,0.7353,0.94284,0.68234,0.90244,0.95211,0.90735,0.95211,0.82636,0.88658,0.83559,0.86953,0.3786,0.65005,0.65937,0.56583,0.82498,1.44908e-05,1.44908e-05,1.44908e-05
197,4070.54,0.71435,0.94071,0.67377,0.88709,0.96034,0.89908,0.94987,0.81986,0.87529,0.81598,0.84736,0.38052,0.67118,0.6612,0.57759,0.82813,1.24266e-05,1.24266e-05,1.24266e-05
198,4090.76,0.71917,0.93189,0.67239,0.89167,0.95755,0.90534,0.94958,0.82696,0.88251,0.83551,0.86765,0.39071,0.65846,0.66231,0.57055,0.82597,1.03625e-05,1.03625e-05,1.03625e-05
199,4111.31,0.70057,0.92235,0.65665,0.88792,0.9589,0.90388,0.94925,0.82769,0.87962,0.83138,0.86476,0.38718,0.64901,0.6613,0.56737,0.82481,8.2983e-06,8.2983e-06,8.2983e-06
200,4131.48,0.70292,0.9119,0.66273,0.88067,0.96452,0.90055,0.95241,0.82797,0.89088,0.83311,0.87153,0.38982,0.65205,0.66272,0.56897,0.82377,6.23415e-06,6.23415e-06,6.23415e-06
